"Device: USB-2408-2AO"
"Serial Number: 1C3CD25"
"Channel Count: 1"
"Sample Count: 2767"
"Start Time: 2/5/2020 10:28:13.690 AM"
"Scan Rate: 1000"
"Sample","Time (s)","AI4 (mV)"
"782","0.782","0.30565076"
"783","0.783","0.30357391"
"784","0.784","0.30502677"
"785","0.785","0.30307099"
"786","0.786","0.30596741"
"787","0.787","0.30335970"
"788","0.788","0.30465424"
"789","0.789","0.30376948"
"790","0.790","0.30425377"
"791","0.791","0.30551106"
"792","0.792","0.30361116"
"793","0.793","0.30364841"
"794","0.794","0.30463561"
"795","0.795","0.30460767"
"796","0.796","0.30445866"
"797","0.797","0.30279160"
"798","0.798","0.30546449"
"799","0.799","0.30286610"
"800","0.800","0.30530617"
"801","0.801","0.30376948"
"802","0.802","0.30571595"
"803","0.803","0.30373223"
"804","0.804","0.30455180"
"805","0.805","0.30451454"
"806","0.806","0.30531548"
"807","0.807","0.30484982"
"808","0.808","0.30318275"
"809","0.809","0.30541793"
"810","0.810","0.30397438"
"811","0.811","0.30460767"
"812","0.812","0.30452386"
"813","0.813","0.30469149"
"814","0.814","0.30294992"
"815","0.815","0.30434690"
"816","0.816","0.30335039"
"817","0.817","0.30564144"
"818","0.818","0.30426309"
"819","0.819","0.30385330"
"820","0.820","0.30434690"
"821","0.821","0.30525960"
"822","0.822","0.30537136"
"823","0.823","0.30327588"
"824","0.824","0.30495226"
"825","0.825","0.30417927"
"826","0.826","0.30302443"
"827","0.827","0.30568801"
"828","0.828","0.30423515"
"829","0.829","0.30464493"
"830","0.830","0.30513853"
"831","0.831","0.30424446"
"832","0.832","0.30431896"
"833","0.833","0.30402094"
"834","0.834","0.30280091"
"835","0.835","0.30526891"
"836","0.836","0.30434690"
"837","0.837","0.30288473"
"838","0.838","0.30502677"
"839","0.839","0.30415133"
"840","0.840","0.30482188"
"841","0.841","0.30387193"
"842","0.842","0.30482188"
"843","0.843","0.30499883"
"844","0.844","0.30447729"
"845","0.845","0.30506402"
"846","0.846","0.30381605"
"847","0.847","0.30593015"
"848","0.848","0.30515715"
"849","0.849","0.30471943"
"850","0.850","0.30403957"
"851","0.851","0.30457042"
"852","0.852","0.30388124"
"853","0.853","0.30326657"
"854","0.854","0.30444004"
"855","0.855","0.30335039"
"856","0.856","0.30351803"
"857","0.857","0.30246563"
"858","0.858","0.30242838"
"859","0.859","0.30387193"
"860","0.860","0.30390918"
"861","0.861","0.30407682"
"862","0.862","0.30301511"
"863","0.863","0.30395575"
"864","0.864","0.30482188"
"865","0.865","0.30567870"
"866","0.866","0.30471943"
"867","0.867","0.30647963"
"868","0.868","0.30366704"
"869","0.869","0.30333176"
"870","0.870","0.30444004"
"871","0.871","0.30492432"
"872","0.872","0.30424446"
"873","0.873","0.30386262"
"874","0.874","0.30528754"
"875","0.875","0.30406751"
"876","0.876","0.30391850"
"877","0.877","0.30421652"
"878","0.878","0.30393712"
"879","0.879","0.30406751"
"880","0.880","0.30371360"
"881","0.881","0.30413270"
"882","0.882","0.30581839"
"883","0.883","0.30294061"
"884","0.884","0.30392781"
"885","0.885","0.30416995"
"886","0.886","0.30362047"
"887","0.887","0.30476600"
"888","0.888","0.30446798"
"889","0.889","0.30403025"
"890","0.890","0.30472875"
"891","0.891","0.30335970"
"892","0.892","0.30455180"
"893","0.893","0.30373223"
"894","0.894","0.30592084"
"895","0.895","0.30235387"
"896","0.896","0.30421652"
"897","0.897","0.30418858"
"898","0.898","0.30374154"
"899","0.899","0.30381605"
"900","0.900","0.30256808"
"901","0.901","0.30357391"
"902","0.902","0.30487776"
"903","0.903","0.30448660"
"904","0.904","0.30403957"
"905","0.905","0.30381605"
"906","0.906","0.30519441"
"907","0.907","0.30608848"
"908","0.908","0.30510128"
